Review,Liked,Review_cleaned,Review_lemmatized,Review_tokenized,Review_Length,polarity,sentiment
I'll definitely be in soon again.,1,ill definitely soon again,ill definitely soon again,"['ill', 'definitely', 'soon', 'again']",33,-0.0258,1
Food was really good and I got full petty fast.,1,food really good i got full fast,food really good i got full fast,"['food', 'really', 'good', 'i', 'got', 'full', 'fast']",47,0.4927,1
Service was fantastic.,1,service fantastic,service fantastic,"['service', 'fantastic']",22,0.5574,1
TOTAL WASTE OF TIME.,0,total waste of time,total waste of time,"['total', 'waste', 'of', 'time']",20,-0.4215,0
I don't know what kind it is but they have the best iced tea.,1,i dont know kind best tea,i dont know kind best tea,"['i', 'dont', 'know', 'kind', 'best', 'tea']",61,-0.7306,1
"Come hungry, leave happy and stuffed!",1,come leave happy stuffed,come leave happy stuffed,"['come', 'leave', 'happy', 'stuffed']",37,0.5423,1
"For service, I give them no stars.",0,for service i give no stars,for service i give no star,"['for', 'service', 'i', 'give', 'no', 'star']",34,-0.296,0
I can assure you that you won't be disappointed.,1,i assure wont disappointed,i assure wont disappointed,"['i', 'assure', 'wont', 'disappointed']",48,0.6065,1
I can take a little bad service but the food sucks.,0,i take little bad service food sucks,i take little bad service food suck,"['i', 'take', 'little', 'bad', 'service', 'food', 'suck']",51,-0.7275,0
Gave up trying to eat any of the crust (teeth still sore).,0,gave trying eat crust still,gave trying eat crust still,"['gave', 'trying', 'eat', 'crust', 'still']",58,0.0,0
But now I was completely grossed out.,0,but i completely grossed out,but i completely grossed out,"['but', 'i', 'completely', 'grossed', 'out']",37,-0.2592,0
I really enjoyed eating here.,1,i really enjoyed eating here,i really enjoyed eating here,"['i', 'really', 'enjoyed', 'eating', 'here']",29,0.5563,1
First time going but I think I will quickly become a regular.,1,first time going i think i quickly become regular,first time going i think i quickly become regular,"['first', 'time', 'going', 'i', 'think', 'i', 'quickly', 'become', 'regular']",61,0.0,0
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,our server nice even though looked little overwhelmed needs stayed professional friendly until end,our server nice even though looked little overwhelmed need stayed professional friendly until end,"['our', 'server', 'nice', 'even', 'though', 'looked', 'little', 'overwhelmed', 'need', 'stayed', 'professional', 'friendly', 'until', 'end']",146,0.7102,1
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,from dinner told fresh nice texture taste,from dinner told fresh nice texture taste,"['from', 'dinner', 'told', 'fresh', 'nice', 'texture', 'taste']",95,0.6249,1
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,on right next table large green,on right next table large green,"['on', 'right', 'next', 'table', 'large', 'green']",124,0.0,0
"Furthermore, you can't even find hours of operation on the website!",0,cant even find hours,cant even find hour,"['cant', 'even', 'find', 'hour']",67,0.0,0
We've tried to like this place but after 10+ times I think we're done with them.,0,weve tried like place times i think were done them,weve tried like place time i think were done them,"['weve', 'tried', 'like', 'place', 'time', 'i', 'think', 'were', 'done', 'them']",80,0.3612,1
What a mistake that was!,0,what mistake was,what mistake wa,"['what', 'mistake', 'wa']",24,-0.34,0
No complaints!,1,no complaints,no complaint,"['no', 'complaint']",14,-0.5267,0
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,this seriously good pizza im,this seriously good pizza im,"['this', 'seriously', 'good', 'pizza', 'im']",76,0.296,1
Waiter was a jerk.,0,waiter,waiter,['waiter'],18,0.0,0
"Strike 2, who wants to be rushed.",0,,,[],33,0.0,0
These are the nicest restaurant owners I've ever come across.,1,these nicest restaurant owners ive ever come,these nicest restaurant owner ive ever come,"['these', 'nicest', 'restaurant', 'owner', 'ive', 'ever', 'come']",61,0.4939,1
I never come again.,0,i never come again,i never come again,"['i', 'never', 'come', 'again']",19,0.0,0
We loved the biscuits!!!,1,we loved biscuits,we loved biscuit,"['we', 'loved', 'biscuit']",24,0.5994,1
Service is quick and friendly.,1,service quick friendly,service quick friendly,"['service', 'quick', 'friendly']",30,0.4939,1
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,ordered took minutes pizza another minutes,ordered took minute pizza another minute,"['ordered', 'took', 'minute', 'pizza', 'another', 'minute']",79,0.0,0
So absolutley fantastic.,1,so fantastic,so fantastic,"['so', 'fantastic']",24,0.5984,1
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,it huge piece cow,it huge piece cow,"['it', 'huge', 'piece', 'cow']",73,0.3182,1
definitely will come back here again.,1,definitely come back again,definitely come back again,"['definitely', 'come', 'back', 'again']",37,0.4019,1
I like Steiners because it's dark and it feels like a bar.,1,i like dark feels like bar,i like dark feel like bar,"['i', 'like', 'dark', 'feel', 'like', 'bar']",58,0.6124,1
Wow very spicy but delicious.,1,wow spicy delicious,wow spicy delicious,"['wow', 'spicy', 'delicious']",29,0.8176,1
"If you're not familiar, check it out.",1,if youre not familiar check out,if youre not familiar check out,"['if', 'youre', 'not', 'familiar', 'check', 'out']",37,0.0,0
I'll take my business dinner dollars elsewhere.,0,ill take business dinner elsewhere,ill take business dinner elsewhere,"['ill', 'take', 'business', 'dinner', 'elsewhere']",47,-0.4215,0
I'd love to go back.,1,id love go back,id love go back,"['id', 'love', 'go', 'back']",20,0.6369,1
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,anyway restaurant wonderful,anyway restaurant wonderful,"['anyway', 'restaurant', 'wonderful']",59,0.5719,1
Nothing special.,0,nothing special,nothing special,"['nothing', 'special']",16,-0.3089,0
Each day of the week they have a different deal and it's all so delicious!,1,day week different deal delicious,day week different deal delicious,"['day', 'week', 'different', 'deal', 'delicious']",74,0.5719,1
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,not combination bacon big,not combination bacon big,"['not', 'combination', 'bacon', 'big']",75,0.0,1
Will not be back.,0,will not back,will not back,"['will', 'not', 'back']",17,0.0,0
Sauce was tasteless.,0,sauce tasteless,sauce tasteless,"['sauce', 'tasteless']",20,0.0,0
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,the food delicious spicy enough sure ask way,the food delicious spicy enough sure ask way,"['the', 'food', 'delicious', 'spicy', 'enough', 'sure', 'ask', 'way']",101,0.7184,1
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,my steak cooked perfectly great flavor,my steak cooked perfectly great flavor,"['my', 'steak', 'cooked', 'perfectly', 'great', 'flavor']",67,0.8519,1
I don't think we'll be going back anytime soon.,0,i dont think well going back anytime soon,i dont think well going back anytime soon,"['i', 'dont', 'think', 'well', 'going', 'back', 'anytime', 'soon']",47,-0.2057,0
Food was so gooodd.,1,food,food,['food'],19,0.0,0
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,i far sushi i definitely tell good food bad food bad food,i far sushi i definitely tell good food bad food bad food,"['i', 'far', 'sushi', 'i', 'definitely', 'tell', 'good', 'food', 'bad', 'food', 'bad', 'food']",138,-0.34,0
I was so insulted.,0,i insulted,i insulted,"['i', 'insulted']",18,-0.5106,0
The last 3 times I had lunch here has been bad.,0,the last times i lunch bad,the last time i lunch bad,"['the', 'last', 'time', 'i', 'lunch', 'bad']",47,-0.5423,0
The chicken wings contained the driest chicken meat I have ever eaten.,0,the chicken wings driest chicken meat i ever eaten,the chicken wing driest chicken meat i ever eaten,"['the', 'chicken', 'wing', 'driest', 'chicken', 'meat', 'i', 'ever', 'eaten']",70,0.0,0
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,the food good i enjoyed every small family,the food good i enjoyed every small family,"['the', 'food', 'good', 'i', 'enjoyed', 'every', 'small', 'family']",116,0.7351,1
Nargile - I think you are great.,1,i think great,i think great,"['i', 'think', 'great']",32,0.6249,1
Best tater tots in the southwest.,1,best tots,best tot,"['best', 'tot']",33,0.6369,1
We loved the place.,1,we loved place,we loved place,"['we', 'loved', 'place']",19,0.5994,1
Definitely not worth the $3 I paid.,0,definitely not worth i paid,definitely not worth i paid,"['definitely', 'not', 'worth', 'i', 'paid']",35,0.2579,1
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,the ice cream creamy fresh enough,the ice cream creamy fresh enough,"['the', 'ice', 'cream', 'creamy', 'fresh', 'enough']",98,0.3182,1
Im in AZ all the time and now have my new spot.,1,im time new spot,im time new spot,"['im', 'time', 'new', 'spot']",47,0.0,0
The manager was the worst.,0,the manager worst,the manager worst,"['the', 'manager', 'worst']",26,-0.6249,0
The inside is really quite nice and very clean.,1,the inside really quite nice clean,the inside really quite nice clean,"['the', 'inside', 'really', 'quite', 'nice', 'clean']",47,0.7659,1
The food was outstanding and the prices were very reasonable.,1,the food outstanding prices reasonable,the food outstanding price reasonable,"['the', 'food', 'outstanding', 'price', 'reasonable']",61,0.6124,1
I don't think I'll be running back to Carly's anytime soon for food.,0,i dont think ill running back anytime soon food,i dont think ill running back anytime soon food,"['i', 'dont', 'think', 'ill', 'running', 'back', 'anytime', 'soon', 'food']",68,0.3252,0
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,this fact took minutes acknowledged another minutes get kept things,this fact took minute acknowledged another minute get kept thing,"['this', 'fact', 'took', 'minute', 'acknowledged', 'another', 'minute', 'get', 'kept', 'thing']",146,0.0,0
"Love the margaritas, too!",1,love margaritas too,love margarita too,"['love', 'margarita', 'too']",25,0.6369,1
This was my first and only Vegas buffet and it did not disappoint.,1,this first vegas buffet not disappoint,this first vega buffet not disappoint,"['this', 'first', 'vega', 'buffet', 'not', 'disappoint']",66,0.3089,1
"Very good, though!",1,very good though,very good though,"['very', 'good', 'though']",18,0.4927,1
The one down note is the ventilation could use some upgrading.,0,the one note could use,the one note could use,"['the', 'one', 'note', 'could', 'use']",62,0.0,0
Great pork sandwich.,1,great pork sandwich,great pork sandwich,"['great', 'pork', 'sandwich']",20,0.6249,1
Don't waste your time here.,0,dont waste time here,dont waste time here,"['dont', 'waste', 'time', 'here']",27,0.3252,1
